內文,內文_清理後,內文_斷詞後,手動標註
那塊地商機算兆的  再說下去就要被自殺了,那塊地商機算兆的再說下去就要被自殺了,塊地商機算兆的再說下去就要被自殺了,0
當然是賣給財團蓋房圖利啊,當然是賣給財團蓋房圖利啊,當然是賣給財團蓋房圖利啊,0
就關一關 遷去高雄啊 高雄要做循環園區,就關一關遷去高雄啊高雄要做循環園區,就關一關遷去高雄啊高雄要做循環園區,0
台化到哪一來有群聚 二來也沒居民會跟他收保護費,台化到哪一來有群聚二來也沒居民會跟他收保護費,台化到有群聚二來也沒居民會跟收保護費,0
兩全其美 大家等開心不是很棒,兩全其美大家等開心不是很棒,兩全其美等開心不是很棒,0
彰化快起飛了，不止台化那邊，其它不少地也被有心人這幾年,彰化快起飛了，不止台化那邊，其它不少地也被有心人這幾年,彰化快起飛了，不止台化那邊，其它不少地也被有心人幾年,0
陸續收購，動輒上億不是普通人在搞的！子估待之！！,陸續收購，動輒上億不是普通人在搞的！子估待之！！,陸續收購，動輒上億不是普通人在搞的！子估待！！,0
肥又怎樣，求得是基本生存的空氣，水，,肥又怎樣，求得是基本生存的空氣，水，,肥又怎樣，求得是基本生存的空氣，水，,0
所以才說汙染是假議題 台化是應該遷廠 但不應該就這樣被彰,所以才說汙染是假議題台化是應該遷廠但不應該就這樣被彰,所以才說汙染是假議題台化是應該遷廠但不應該就這樣被彰,0
化縣府強暴,化縣府強暴,化縣府強暴,0
真的很肥，彰化縣政府一直想弄成七期沒錯,真的很肥，彰化縣政府一直想弄成七期沒錯,真的很肥，彰化縣政府一直想弄成七期沒錯,0
反正不是拆我家 酸民當然支持阿 雖然不喜歡台化 也反對市區,反正不是拆我家酸民當然支持阿雖然不喜歡台化也反對市區,反正不是拆家酸民當然支持阿雖然不喜歡台化也反對市區,0
燃煤 但一堆人硬要人家滾蛋 然後縣府也很明顯要當商業用地開,燃煤但一堆人硬要人家滾蛋然後縣府也很明顯要當商業用地開,燃煤但一堆人硬要滾蛋然後縣府也很明顯要當商業用地開,0
發 手法真的很粗糙 大埔藥房被拆 蓋成馬路 不也是對大家有益,發手法真的很粗糙大埔藥房被拆蓋成馬路不也是對大家有益,發手法真的很粗糙大埔藥房被拆蓋成馬路不也是對有益,0
的事 那酸民當時是在悲憤啥 但現在要拆台化趕走台化卻很支持,的事那酸民當時是在悲憤啥但現在要拆台化趕走台化卻很支持,的事酸民當時是在悲憤但現在要拆台化趕走台化卻很支持,0
朋友先前在縣政府工作好幾年(約聘)，常常經手不能見光的案,朋友先前在縣政府工作好幾年約聘，常常經手不能見光的案,朋友先前在縣政府工作好幾年約聘，常常經手不能見光的案,0
子，反正蓋章處理的人都是約聘的人(跟義務役有異曲同工之妙,子，反正蓋章處理的人都是約聘的人跟義務役有異曲同工之妙,子，反正蓋章處理的人都是約聘的人跟義務役有異曲同工之妙,0
")東區農地老早就被某派系的人買光光了，在所謂""都市計畫""出",東區農地老早就被某派系的人買光光了，在所謂都市計畫出,東區農地老早就被某派系的人買光光了，在所謂都市計畫出,0
來之前(算內線嗎？)台化是遷定了，他擋到太多人的利益了其,來之前算內線嗎？台化是遷定了，他擋到太多人的利益了其,來之前算內線嗎？台化是遷定了，擋到太多人的利益了,0
中有包含很有勢力的人,中有包含很有勢力的人,中有包含很有勢力的人,0
彰化電鍍不抓，拿合法工廠開刀，環保玩假的,彰化電鍍不抓，拿合法工廠開刀，環保玩假的,彰化電鍍不抓，拿合法工廠開刀，環保玩假的,0
信義計畫區規劃時 怎麼不說那塊地很肥有利益?,信義計畫區規劃時怎麼不說那塊地很肥有利益,信義計畫區規劃時怎麼不說塊地很肥有利益,0
以後市區空地通通做公園 不用開發就是?,以後市區空地通通做公園不用開發就是,以後市區空地通通做公園不用開發就是,0
信義計畫區是國有地，而那時是荒草一片，也先查下吧,信義計畫區是國有地，而那時是荒草一片，也先查下吧,信義計畫區是國有地，而那時是荒草一片，也先查下吧,0
用膝蓋想也知道如果要好好地做，是要努力跟台化達成協議,用膝蓋想也知道如果要好好地做，是要努力跟台化達成協議,用膝蓋想也知道如果要好好地做，是要努力跟台化達成協議,0
逐步關閉汽電廠，也讓台化有時間處理那些待退老員工,逐步關閉汽電廠，也讓台化有時間處理那些待退老員工,逐步關閉汽電廠，也讓台化有時間處理那些待退老員工,0
而不是用這種手段硬逼人走 鄉民應該想想台化員工的心情...,而不是用這種手段硬逼人走鄉民應該想想台化員工的心情,而不是用種手段硬逼人走鄉民應該想想台化員工的心情,0
其實很多鹿港人，搬到和美,其實很多鹿港人，搬到和美,其實很多鹿港人，搬到和美,0
台化根本沒有想要關，遷廠,台化根本沒有想要關，遷廠,台化根本沒有想要關，遷廠,0
講十幾年有了，如果土地是台化的重劃後最大利益明明就是台,講十幾年有了，如果土地是台化的重劃後最大利益明明就是台,講十幾年有了，如果土地是台化的重劃後最大利益明明就是台,0
化，有人說四十幾年前簽約如果台化沒做地要還原地主，所以,化，有人說四十幾年前簽約如果台化沒做地要還原地主，所以,化，有人說四十幾年前簽約如果台化沒做地要還原地主，所以,0
台化不想遷,台化不想遷,台化不想遷,0
部分地是當時縣府向居民徵收的，大部份是台化購買的，徵,部分地是當時縣府向居民徵收的，大部份是台化購買的，徵,部分地是當時縣府向居民徵收的，大部份是台化購買的，徵,0
收的土地若沒有依計劃蓋工廠，那就要賣回給當時地主，但,收的土地若沒有依計劃蓋工廠，那就要賣回給當時地主，但,收的土地若沒有依計劃蓋工廠，就要賣回給當時地主，但,0
台化已蓋工廠營運50幾年了，所以地權屬台化，無論都更與,台化已蓋工廠營運50幾年了，所以地權屬台化，無論都更與,台化已蓋工廠營運50幾年了，所以地權屬台化，無論都更與,0
否地主都是台化。魏縣長所提變更為商業區，受益者還是台,否地主都是台化。魏縣長所提變更為商業區，受益者還是台,否地主都是台化。魏縣長所提變更為商業區，受益者還是台,0
化變更為商業區台化需回饋40.5%做公設，台化就會有59.5%,化變更為商業區台化需回饋405做公設，台化就會有595,化變更為商業區台化需回饋405做公設，台化就會有595,0
的商業區土地。,的商業區土地。,的商業區土地。,0
說縣府要拿 100%...,說縣府要拿100,說縣府要拿100,0
台化是要工廠繼續生產，非以炒作土地為主，若要炒土地早,台化是要工廠繼續生產，非以炒作土地為主，若要炒土地早,台化是要工廠繼續生產，非以炒作土地為主，若要炒土地早,0
賠錢貨繼續生產甚麼啦...為什麼啦...發電啦...幹,賠錢貨繼續生產甚麼啦為什麼啦發電啦幹,賠錢貨繼續生產啦為什麼啦發電啦幹,0
空氣汙染是事實，台化長年擺爛也是是事實，結果風向,空氣汙染是事實，台化長年擺爛也是是事實，結果風向,空氣汙染是事實，台化長年擺爛也是是事實，結果風向,0
一直在討論土地陰謀論，地是你台化的，停工關廠難道,一直在討論土地陰謀論，地是你台化的，停工關廠難道,一直在討論土地陰謀論，地是台化的，停工關廠難道,0
就成了政府的地?,就成了政府的地,就成了政府的地,0
再者，台塑偌大企業，兩代下來政商關係之雄，就算彰,再者，台塑偌大企業，兩代下來政商關係之雄，就算彰,再者，台塑偌大企業，兩代下來政商關係之雄，就算彰,0
市想要地做規劃，你認為台化會傻傻送上做公益?,市想要地做規劃，你認為台化會傻傻送上做公益,市想要地做規劃，認為台化會傻傻送上做公益,0
一堆人幫台化擔心他們的利益，我也是笑了!還是多關,一堆人幫台化擔心他們的利益，我也是笑了還是多關,一堆人幫台化擔心的利益，也是笑了還是多關,0
心環境，留給後代一個好的家園，就如你我為何在這討,心環境，留給後代一個好的家園，就如你我為何在這討,心環境，留給後代一個好的家園，就如你我為何在討,0
論台化汙染，不就因為上一代資訊不平等，縱放廠商造,論台化汙染，不就因為上一代資訊不平等，縱放廠商造,論台化汙染，不就因為上一代資訊不平等，縱放廠商造,0
成的遺害嗎!,成的遺害嗎,成的遺害嗎,0
彰化一堆不抽煙得肺癌的病人 一堆斯德哥爾摩症候群卻在,彰化一堆不抽煙得肺癌的病人一堆斯德哥爾摩症候群卻在,彰化一堆不抽煙得肺癌的病人一堆斯德哥爾摩症候群卻在,0
為在市區製造空污的財團抱不平,為在市區製造空污的財團抱不平,為在市區製造空污的財團抱不平,0
人多又怎樣都刁民 素質有夠差 不用提人口數量了,人多又怎樣都刁民素質有夠差不用提人口數量了,人多又怎樣都刁民素質有夠差不用提人口數量了,0
剛剛也有看到  跟你一樣想法XD  不過應該撐不了多久吧,剛剛也有看到跟你一樣想法XD不過應該撐不了多久吧,剛剛也有看到跟一樣想法XD不過應該撐不了多久吧,0
溫拿五虎跟溫拿旅店怎麼辦?,溫拿五虎跟溫拿旅店怎麼辦,溫拿五虎跟溫拿旅店怎麼辦,0
吃了考試都考100分呢,吃了考試都考100分呢,吃了考試都考100分呢,0
包子讚讚讚,包子讚讚讚,包子讚讚讚,0
說撐不久的大大們 老闆 非常希望你們來吃吃看哦,說撐不久的大大們老闆非常希望你們來吃吃看哦,說撐不久的大大們老闆非常希望來吃吃看哦,0
留給想吃的人去吃 城煌包黑貓包還沒那麼雷,留給想吃的人去吃城煌包黑貓包還沒那麼雷,留給想吃的人去吃城煌包黑貓包還沒那麼雷,0
在高雄都稱不上前段了,在高雄都稱不上前段了,在高雄都稱不上前段了,0
有甲組棒球隊 其他不知,有甲組棒球隊其他不知,有甲組棒球隊其他不知,0
只聽過新民高中,只聽過新民高中,只聽過新民高中,0
三民我讀書的時候大概是中上吧  10幾年前,三民我讀書的時候大概是中上吧10幾年前,三民讀書的時候大概是中上吧10幾年前,0
三民家商比較棒,三民家商比較棒,三民家商比較棒,0
在高雄還是中上吧,在高雄還是中上吧,在高雄還是中上吧,0
18年前我唸高中是這間還不錯,18年前我唸高中是這間還不錯,18年前唸高中是間還不錯,0
阿斯...,阿斯,阿斯,0
更正，唸高中時這間還不錯! 我不是三民的,更正，唸高中時這間還不錯我不是三民的,更正，唸高中時間還不錯不是三民的,0
咦，我以為只有三民家商,咦，我以為只有三民家商,咦，以為只有三民家商,0
萌蔣 大餅 西班牙中的母校,萌蔣大餅西班牙中的母校,萌蔣大餅西班牙中的母校,0
臺北的新店高中?,臺北的新店高中,臺北的新店高中,0
新莊瑞祥新興鳳新鳳山高師附中雄中雄女 還有道民,新莊瑞祥新興鳳新鳳山高師附中雄中雄女還有道民,新莊瑞祥新興鳳新鳳山高師附中雄中雄女還有道民,0
輸這麼多還有中上我也是醉了,輸這麼多還有中上我也是醉了,輸這麼多還有中上也是醉了,0
三民家商 讚,三民家商讚,三民家商讚,0
三民家商比較猛,三民家商比較猛,三民家商比較猛,0
學店中的學店,學店中的學店,學店中的學店,0
我只知道三民上大葉的人最多,我只知道三民上大葉的人最多,只知道三民上大葉的人最多,0
北回歸線不是經過嘉義水上鄉嗎？,北回歸線不是經過嘉義水上鄉嗎？,北回歸線不是經過嘉義水上鄉嗎？,0
三民有不少打職棒的球員,三民有不少打職棒的球員,三民有不少打職棒的球員,0
生育率不錯,生育率不錯,生育率不錯,0
在我家旁邊 打籃球很方便,在我家旁邊打籃球很方便,在家旁邊打籃球很方便,0
學店也要問,學店也要問,學店也要問,0
新莊最猛啦,新莊最猛啦,新莊最猛啦,0
火球餅跟陳鴻文都這間畢業的,火球餅跟陳鴻文都這間畢業的,火球餅跟陳鴻文都間畢業的,0
雄中女外都是學店,雄中女外都是學店,雄中女外都是學店,0
擊劍隊很強,擊劍隊很強,擊劍隊很強,0
第一任校長把新莊高中當死對頭,第一任校長把新莊高中當死對頭,第一任校長把新莊高中當死對頭,0
一萬多是可以抽多少..............上百萬在說嘴好嗎,一萬多是可以抽多少上百萬在說嘴好嗎,一萬多是可以抽多少上百萬在說嘴好嗎,0
這麼少別說出來丟股惹,這麼少別說出來丟股惹,這麼少別說出來丟股惹,0
你把他的東西全賣掉留一隻小魔女給他 他馬上棄坑,你把他的東西全賣掉留一隻小魔女給他他馬上棄坑,把的東西全賣掉留一隻小魔女給馬上棄坑,0
促進貨幣流通,促進貨幣流通,促進貨幣流通,0
才一萬= =a...,才一萬a,才一萬a,0
刪卡保證立馬quit,刪卡保證立馬quit,刪卡保證立馬quit,0
重點是要帥,重點是要帥,重點是要帥,0
